,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses
173,BNC-1500,know,negation,She hated to think of his sister lying in hospital waiting for her husband to come to her while all the time he was with Dana. She gripped her hands tightly together.,Dana didn't know Berenice was in danger of losing her child.,Berenice was in danger of losing her child,,present,Dana,third,singular,negation,BNC,yes,0.3,1.567021236,1.5,1.603567451,"2, 3, 2, 1, 2, 3, 1, -2"
174,BNC-1502,know,negation question,I said you were mad to come over at this time. It's a world event.,Don't you know that Venice is packed with visitors?,Venice is packed with visitors,,present,you,second,unknown,question,BNC,yes,1.272727273,1.61807967,2.75,0.46291005,"2, 3, 3, 3, 2, 3, 3, 3"
175,BNC-1507,know,negation,"And what she had said, and went on saying quietly, calmly, efficiently, was that she loved Maggie. She paid attention.",At eight Maggie had not known that her grandmother was famous but she had seen that people had something in their manner when they looked at Rachel.,Maggie's grandmother was famous,,present,Maggie,third,singular,negation,BNC,yes,0.333333333,1.07308674,2.333333333,1,"2, 3, 3, 3, 3, 2, 0, 2, 3"
176,BNC-1508,know,negation,"They pretended that what was happening was not happening, and if it were to happen, it would certainly never happen to the likes of them. ``It is wise to bear in mind how vastly superior is the individual over all the political institutions and social mechanisms which oppress him!''",They did not know that liberal humanism was powerless in the face of fascism.,liberal humanism was powerless in the face of fascism,,present,they,third,plural,negation,BNC,yes,-1,1.414213562,1.666666667,1.5,"3, -1, 2, 3, 3, 3, 1, 0, 1"
177,BNC-1512,know,negation,"Tess used to rest her head on the cow's body, her eyes fixed on a distant field. The sun shone on the beautiful lines of her face.",She did not know that Clare had followed her round and sat watching her.,Clare had followed Tess around and sat watching her,,present,she,third,singular,negation,BNC,yes,-0.2,1.135292424,1.75,1.908627031,"-2, 3, 0, 3, 3, 1, 3, 3"
178,BNC-1519,know,negation,"He swam away and Adam swam away and very soon after that they came out of the lake and went back to Mary on the terrace. A disturbing experience it had been, exciting and confusing.",Adam had not known he carried within his mind a directory of the forbidden.,Adam carried within his mind a directory of the forbidden,,past,Adam,third,singular,negation,BNC,yes,0.222222222,0.971825316,1.461538462,1.808101427,"0, 2, 3, 2, 1, 3, 0, 3, -3, 2, 0, 3, 3"
179,BNC-1524,know,negation,Only Mr Jemps accepted. Red lit one for himself.,I had not seen him smoke before and did not know he did.,Red smoked,,past,I,first,singular,negation,BNC,yes,2.555555556,0.726483157,1.416666667,1.443375673,"0, 3, 0, 1, 1, 3, -1, 3, 3, 2, 0, 2"
180,BNC-1526,know,negation,"But in the end I saw that Frejji was right - that Mala and I could probably stay unrecognized in the midst of a typical Uulaan carnival. And there were a couple of other things, I told myself reassuringly, that to tip the balance back a little towards our side.",First I knew that they were on Uulaa - but they wouldn't know I was.,she was on Uulaa,,present,they,third,plural,negation,BNC,yes,2.454545455,0.687551651,2.125,1.356202682,"2, 0, 3, 3, 3, 3, 3, 0"
181,BNC-1528,know,negation,"She thought that he 'd not started to drink, but might at any moment. ``Tea's better for you than that stuff,'' she said pertly, as pert as the chit Angela Macleod had called her.",She did not know that Neil's anger and disgust with his old love had been fuelled more by her unpleasant reference to McAllister than anything else she had said to him.,Neil's anger and disgust with his old love had been fuelled more by her unpleasant reference to McAllister than anything else she had said to him,,present,she,third,singular,negation,BNC,yes,0.1,1.370320319,0.375,2.065879266,"2, 0, 2, 3, -3, 1, -2, 0"
182,BNC-1529,know,negation,"He turned his horse time and again, and went ploughing through the thickest of the struggle with bared sword, exchanging strokes with any who cared to stand and debate with him. Time did not exist for him now, as long as any challenged him.",He did not even know that most of the Scottish host had already cast off everything that weighed it down and taken to flight acknowledging the truth of this meeting.,most of the Scottish host had already cast off everything that weighed it down,,present,he,third,singular,negation,BNC,yes,1.444444444,1.130388331,1,2.645751311,"-1, 3, -3, 3, 3, 1, 3, 3, -3"
183,BNC-1530,know,negation,"Her heart leaped into her mouth, and she paused. It was one thing imagining the scene from the comfort of her London flat but quite another to find herself going through with it.",It occurred to her that she didn't even know that it was Veronica's house.,it was Veronica's house,,present,she,third,singular,negation,BNC,yes,0.333333333,1.556997888,-0.2,1.549193338,"0, 0, 0, 0, 0, 0, 0, 3, -2, -3"
184,BNC-1533,know,negation,Fernando's escaladun had been wonderful last night and not direct from the freezer. All his own work.,She hadn't known he was such a good cook... She paid her bill and wandered back to where she had parked the car in a shady spot under an orange tree in a square - She didn't know a lot about Fernando Serra she realised with a dull bumping of her heart.,Fernando was a good cook,,past,she,third,singular,negation,BNC,yes,2.454545455,0.934198733,2.25,0.88640526,"1, 1, 2, 3, 3, 3, 2, 3"
185,BNC-1534,know,negation,"The nurses were well trained in dealing with rich patients who were used to doing as they pleased and often disliked accepting the discipline of routine. They knew that the very old, the alcoholics, and the more than slightly batty patients (called ``eccentric'') had to be carefully supervised.",This old dear who was to be kept under heavy sedation clearly didn't know that she was a long-term patient being treated for depression.,this old dear was a long-term patient,,present,old,third,singular,negation,BNC,yes,1,1.333333333,2.125,1.807721534,"3, 3, 3, 1, 3, 3, 3, -2"
186,BNC-1535,know,negation,"Ruth looked down, utterly unable to meet his eyes. Yet it was unjust, this anger.",She hadn't known her magic would call the half-mortals - she 'd never meant it to.,Ruth's magic would call the half-mortals,,past,she,third,singular,negation,BNC,yes,-0.090909091,0.301511345,1.1,1.663329993,"-2, 0, 0, 1, 2, 3, 3, 0, 1, 3"
187,BNC-1538,know,negation,"There were three women before her, none of whom was dressed in black. So much detail was not available to her then but she would have agreed to it all and later she would be able to describe more of the room, the contents of the cabinets, even the names of the people represented in the photographs on top of the piano.",She did not know then that this was the first of many visits to this room.,this was the first of many visits to this room,,past,she,third,singular,negation,BNC,yes,0.083333333,1.56427929,0.333333333,2,"3, -1, 0, -1, 0, -3, 3, 0, 2"
188,BNC-1541,know,negation,We start by assuming that the telephone call to Mrs. Bidwell and Lorrimer's death are connected. That means the call was made by the murderer or an accomplice.,We 'll keep an open mind about the caller's sex until we get confirmation from Bidwell but it was probably a woman probably also someone who knew that old Mr. Lorrimer was expected to be in hospital yesterday and who didn't know that the appointment had been cancelled.,Mr. Lorrimer's appointment had been cancelled,,present,who,third,singular,negation,BNC,yes,0.727272727,1.61807967,2,1.5,"3, 3, 2, 0, -1, 2, 3, 3, 3"
189,BNC-1545,know,negation,"They 'd seen Miss Lavant on the promenade and about the town, always walking slowly, sometimes with a neat wicker basket. Kate had often thought she was beautiful.",She hadn't known she was in love with Dr Greenslade who had a wife already and three children.,Miss Lavant was in love with Dr Greenslade,,past,she,third,singular,negation,BNC,yes,-0.545454545,1.293339581,1.5,1.414213562,"1, 3, 1, 1, 3, 3, -1, 1"
190,BNC-1548,know,negation,"Kate sipped her drink. ``If the Chief Constable knew that I was seeing Patrick, all hell would break loose.''",Kate didn't know that the Chief Constable knew all about her and Kelly.,the Chief Constable knew all about Kate and Kelly,,present,Kate,third,singular,negation,BNC,yes,-1.181818182,2.272363607,1.625,2.199837656,"3, 0, -3, 1, 3, 3, 3, 3"
191,BNC-1553,know,negation,Did he intend everyone in the castle to know he did not want the wife he had married in such a hurry? Did he intend to ignore her completely?,Then Isabel saw Ellen's stunned face and realised that her maid at least did not know she had spent the night alone.,Isabel had spent the night alone,,present,maid,third,singular,negation,BNC,yes,0.625,1.846811925,2.111111111,1.054092553,"2, 3, 0, 2, 2, 1, 3, 3, 3"
192,BNC-1554,know,negation,"Eve hadn't known that Mr Burns in the hardware shop was inclined to take to the drink or that Dr Johnson had a very bad temper and was heard shouting about God never putting a mouth into the world that he didn't feed. Dr Johnson was of the view that there were a lot of mouths, especially in the families with thirteen children, that God had forgotten to feed.",Benny didn't know that Peggy Pine was an old friend of Mother Francis that they had been girls years ago and that when she came to the convent she called Mother Francis Bunty.,Peggy Pine was an old friend of Mother Francis,,present,Benny,third,singular,negation,BNC,yes,0.272727273,0.904534034,2.555555556,0.726483157,"2, 3, 3, 3, 1, 3, 3, 2, 3"
193,BNC-1558,know,negation,"But then he asks himself if people would have enjoyed the story any more had it been true, and if they would have achieved any greater insight into themselves and their destinies. Of course not.",In any case they don't know it wasn't true.,the story wasn't true,,past,they,third,plural,negation,BNC,yes,0.111111111,2.891558595,1,2.708012802,"-2, 3, 3, 3, 3, 3, 3, -3, 0, -3"
194,BNC-1559,know,negation,What on earth did I think I was playing at? The people back at the hotel didn't know me.,They didn't know I wouldn't steal money like that.,she wouldn't steal money like that,,present,they,third,plural,negation,BNC,yes,-0.25,1.164964745,2,1.658312395,"3, 2, 3, 3, 2, 3, 1, -2, 3"
195,BNC-156,know,conditional,"The one does not exclude the other. Surely Ben would understand that, if Lou explained it properly?",Ben spent so much time playing computer games barely pausing to eat that lately I 'd sometimes wondered if he knew I existed at all.,she existed at all,,past,he,third,singular,conditional,BNC,yes,1.909090909,1.221027883,1.625,1.685018016,"0, 3, 3, -1, 3, 2, 3, 0"
196,BNC-1566,know,negation,"I didn't know they were Twenty-fourthers, I just thought they were people wearing one shoe.",I didn't know they were after Hasan.,the Twenty-fourthers were after Hasan,,past,I,first,singular,negation,BNC,yes,0.111111111,1.615893286,0.625,2.503568881,"2, 2, 3, 3, -2, -3, 2, -2"
